Protein Id	Gene Symbol	Description	Number of peptides	pex19_1	pex19_2	pex19msp1_1	pex19msp1_2	pex3_1	pex3_2	pex3_3	pex3msp1_1	pex3msp1_2	pex3msp1_3 
YMR060C	SAM37	"Component of the Sorting and Assembly Machinery (SAM or TOB complex) of the mitochondrial outer membrane, which binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability"	13	12.2817	12.122	10.1156	11.6765	10.505	8.40794	8.31154	9.2737	7.93031	9.37574
YMR061W	RNA14	Cleavage and polyadenylation factor I (CF I) component; involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping	1	8.76892	7.94842	10.0828	8.84997	13.4618	12.0465	9.8419	11.1172	10.6215	7.26094
YMR062C	ARG7	"Mitochondrial ornithine acetyltransferase, catalyzes the fifth step in arginine biosynthesis; also possesses acetylglutamate synthase activity, regenerates acetylglutamate while forming ornithine"	43	9.05458	21.9857	10.4767	13.8237	7.10187	8.72839	7.80517	6.79555	7.44402	6.78428
YMR064W	AEP1	Protein required for expression of the mitochondrial OLI1 gene encoding subunit 9 of F1-F0 ATP synthase	10	9.0445	13.9979	12.0047	14.2248	7.38941	9.42279	8.50397	9.2714	7.71902	8.42154
YMR066W	SOV1	Mitochondrial protein of unknown function	14	9.68632	14.8882	10.4866	13.2887	8.59234	9.33788	8.83775	8.28511	7.9197	8.67738
YMR067C	UBX4	UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p	2	10.2891	5.39161	10.7064	6.05386	10.8838	9.41339	12.3138	12.7113	9.83225	12.4045
YMR068W	AVO2	"Component of a complex containing the Tor2p kinase and other proteins, which may have a role in regulation of cell growth"	1	11.0751	14.0282	9.69505	9.73409	11.6903	9.85673	8.01273	8.69388	7.63245	9.58139
YMR071C	TVP18	"Integral membrane protein localized to late Golgi vesicles along with the v-SNARE Tlg2p; may interact with ribosomes, based on co-purification experiments"	1	11.0373	6.5459	11.3488	7.50746	11.7307	12.5165	8.25239	11.5233	11.7873	7.75033
YMR072W	ABF2	"Mitochondrial DNA-binding protein involved in mitochondrial DNA replication and recombination, member of HMG1 DNA-binding protein family; activity may be regulated by protein kinase A phosphorylation"	29	8.82243	11.3688	7.14659	13.7182	15.8351	10.9907	6.4749	8.39062	11.3721	5.88045
YMR073C	IRC21	Putative protein of unknown function; may be involved in resistance to carboplatin and cisplatin; null mutant displays increase in spontaneous Rad52p foci; contains a lipid-binding domain and binds cardiolipin in a large-scale study	4	7.06245	9.97343	6.66395	10.5707	8.88484	19.3356	8.29874	8.20704	13.4479	7.55539
YMR074C	YMR074C	"Protein with homology to human PDCD5, which is involved in programmed cell death; N-terminal region forms a conserved triple-helix bundle structure; overexpression promotes H2O2-induced apoptosis; YMR074C is not an essential gene"	2	10.0648	5.78961	6.86516	7.01227	13.4506	9.48425	11.2154	12.458	10.512	13.1479
YMR075W	RCO1	Essential subunit of the histone deacetylase Rpd3S complex; interacts with Eaf3p	3	9.51949	8.90627	8.53884	6.75979	15.9282	8.16447	8.62968	13.2674	9.34721	10.9386
YMR076C	PDS5	"Protein required for establishment and maintenance of sister chromatid condensation and cohesion, colocalizes with cohesin on chromosomes, may function as a protein-protein interaction scaffold; also required during meiosis"	3	9.37207	12.4369	8.14383	5.49135	11.5688	10.7602	10.3077	12.9706	10.8732	8.07526
YMR079W	SEC14	"Phosphatidylinositol/phosphatidylcholine transfer protein; involved in regulating PtdIns, PtdCho, and ceramide metabolism, products of which regulate intracellular transport and UPR; functionally homologous to mammalian PITPs"	16	11.9527	3.4606	7.87148	4.28887	12.1233	9.51799	12.7113	12.351	11.2954	14.4274
YMR080C	NAM7	ATP-dependent RNA helicase of the SFI superfamily involved in nonsense mediated mRNA decay; required for efficient translation termination at nonsense codons and targeting of NMD substrates to P-bodies; involved in telomere maintenance	5	11.6413	6.789	11.9483	6.99444	10.4793	10.1665	10.1412	12.0376	11.1034	8.69898
YMR083W	ADH3	Mitochondrial alcohol dehydrogenase isozyme III; involved in the shuttling of mitochondrial NADH to the cytosol under anaerobic conditions and ethanol production	100	8.94178	16.0481	9.9684	13.3444	7.82608	9.36589	9.23534	7.93232	8.18778	9.14993
YMR086W	YMR086W	"Component of the eisosome with unknown function; may interact with ribosomes, based on co-purification experiments; GFP-fusion protein localizes to the cell periphery; expression is repressed by cAMP; similar to A. gossypii SEG gene which is important for stabilizing eisosomes"	24	11.7269	8.52221	10.758	5.93375	13.8675	12.3354	6.5378	10.9175	11.6736	7.7273
YMR087W	YMR087W	Putative ADP-ribose-1''-monophosphatase that converts ADP-ribose-1''-monophosphate to ADP-ribose; may have a role in tRNA splicing; contains an A1pp domain	6	8.45531	12.7567	11.5043	15.0222	5.91861	11.7101	8.97754	8.12861	10.4301	7.09642
YMR088C	VBA1	Permease of basic amino acids in the vacuolar membrane	1	11.943	5.45715	8.47446	5.72138	10.9133	9.51514	12.3208	13.4878	8.18472	13.9822
YMR089C	YTA12	"Component, with Afg3p, of the mitochondrial inner membrane m-AAA protease that mediates degradation of misfolded or unassembled proteins and is also required for correct assembly of mitochondrial enzyme complexes"	48	9.39373	12.9242	10.4132	11.7483	10.0069	8.71448	9.45126	9.3383	8.27162	9.73794
YMR090W	YMR090W	"Putative protein of unknown function with similarity to DTDP-glucose 4,6-dehydratases; GFP-fusion protein localizes to the cytoplasm; up-regulated in response to the fungicide mancozeb; not essential for viability"	5	13.9175	2.50266	9.3779	4.71874	11.2802	12.9375	12.4092	10.7626	13.4079	8.68589
YMR091C	NPL6	"Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Ldb7p, and Htl1p to form a module important for a broad range of RSC functions; involved in nuclear protein import and maintenance of proper telomere length"	2	9.95244	5.57786	8.26382	5.17347	17.1476	7.09079	7.38789	16.1253	9.65733	13.6235
YMR092C	AIP1	"Actin cortical patch component, interacts with the actin depolymerizing factor cofilin; required to restrict cofilin localization to cortical patches; contains WD repeats"	1	12.695	2.56593	9.60927	5.31605	8.34184	10.1982	14.1198	11.8767	12.549	12.7283
YMR093W	UTP15	"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA"	1	10.8469	6.66553	8.38449	8.87852	11.1872	9.63159	8.8585	10.9046	13.7898	10.8528
YMR097C	MTG1	"Putative GTPase peripheral to the mitochondrial inner membrane, essential for respiratory competence, likely functions in assembly of the large ribosomal subunit, has homologs in plants and animals"	3	10.2236	12.6891	11.4499	12.5255	9.88508	8.36658	6.60735	8.64003	8.19538	11.4175
YMR098C	ATP25	Mitochondrial protein required for the stability of Oli1p (Atp9p) mRNA and for the Oli1p ring formation; YMR098C is not an essential gene	9	9.04659	13.7947	10.2575	13.0512	8.7724	8.45067	9.36618	9.57096	8.64022	9.04956
YMR099C	YMR099C	"Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase), likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS"	16	13.075	2.71558	7.33361	4.23702	12.5673	9.06281	13.5824	12.5312	9.48667	15.4084
YMR104C	YPK2	Protein kinase with similarity to serine/threonine protein kinase Ypk1p; functionally redundant with YPK1 at the genetic level; participates in a signaling pathway required for optimal cell wall integrity; homolog of mammalian kinase SGK	9	8.79804	10.1363	10.7645	9.65385	10.665	12.4024	5.33589	10.2733	16.1097	5.86109
YMR105C	PGM2	"Phosphoglucomutase, catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase"	11	12.0854	3.07968	9.89133	5.0178	10.7584	11.6076	13.1036	11.1259	12.7877	10.5426
YMR106C	YKU80	"Subunit of the telomeric Ku complex (Yku70p-Yku80p), involved in telomere length maintenance, structure and telomere position effect; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair"	1	10.7477	5.39544	9.12022	6.35882	11.2244	11.1362	10.0831	13.2777	10.1532	12.5032
YMR107W	SPG4	Protein required for survival at high temperature during stationary phase; not required for growth on nonfermentable carbon sources	6	11.2617	3.46075	7.68239	5.18411	10.482	13.2562	15.2084	9.21423	10.6509	13.5993
YMR108W	ILV2	"Acetolactate synthase, catalyses the first common step in isoleucine and valine biosynthesis and is the target of several classes of inhibitors, localizes to the mitochondria; expression of the gene is under general amino acid control"	140	8.98101	17.1273	10.3582	14.0354	7.82828	8.87131	8.94741	7.30441	8.09605	8.45057
YMR109W	MYO5	"One of two type I myosins; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth, but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization"	18	9.43908	6.4842	10.6876	6.94842	10.2245	12.2361	10.5507	10.3459	14.5965	8.48702
YMR110C	HFD1	"Putative fatty aldehyde dehydrogenase, located in the mitochondrial outer membrane and also in lipid particles; has similarity to human fatty aldehyde dehydrogenase (FALDH) which is implicated in Sjogren-Larsson syndrome"	41	10.3885	8.04367	10.2429	8.7199	9.46776	10.8464	11.4182	9.36593	10.5911	10.9156
YMR111C	YMR111C	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YMR111C is not an essential gene	1	12.1863	4.0585	9.24205	4.64477	11.9855	9.62041	12.9314	14.3384	9.88115	11.1115
YMR113W	FOL3	"Dihydrofolate synthetase, involved in folic acid biosynthesis; catalyzes the conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis"	5	9.48391	15.6714	10.19	14.7985	5.90036	11.4685	8.09807	7.87331	9.10975	7.40621
YMR114C	YMR114C	"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR114C is not an essential gene"	3	9.83057	8.48412	12.3851	5.60858	9.49893	11.6049	9.80194	9.54464	10.4646	12.7767
YMR115W	MGR3	"Subunit of the mitochondrial (mt) i-AAA protease supercomplex, which degrades misfolded mitochondrial proteins; forms a subcomplex with Mgr1p that binds to substrates to facilitate proteolysis; required for growth of cells lacking mtDNA"	23	8.46105	12.5924	10.7124	14.6138	9.29492	9.8237	9.37759	9.69998	7.70783	7.71636
YMR116C	ASC1	G-protein beta subunit and guanine nucleotide dissociation inhibitor for Gpa2p; ortholog of RACK1 that inhibits translation; core component of the small (40S) ribosomal subunit; represses Gcn4p in the absence of amino acid starvation	24	12.3869	3.78024	12.8057	5.81697	11.0611	9.7439	12.2381	11.8257	12.078	8.26347
YMR118C	YMR118C	Protein of unknown function with similarity to succinate dehydrogenase cytochrome b subunit; YMR118C is not an essential gene	5	10.3738	11.4222	12.2953	10.6048	9.37878	13.6974	8.309	6.82359	11.4556	5.63963
YMR119W	ASI1	Putative integral membrane E3 ubiquitin ligase; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signalling by maintaining the dormant repressed state of gene expression in the absence of inducing signals	4	12.2777	4.28829	7.96097	4.03236	13.3278	9.30289	13.4243	11.8537	9.74729	13.7847
YMR120C	ADE17	"Enzyme of 'de novo' purine biosynthesis containing both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophosphate cyclohydrolase activities, isozyme of Ade16p; ade16 ade17 mutants require adenine and histidine"	2	12.6965	2.31115	5.71959	3.34789	10.6192	10.8287	16.3946	10.8236	12.0962	15.1625
YMR123W	PKR1	"V-ATPase assembly factor, functions with other V-ATPase assembly factors in the ER to efficiently assemble the V-ATPase membrane sector (V0)"	1	9.20875	6.5204	10.7503	7.77885	10.7185	11.1584	9.77472	10.8578	13.5891	9.64317
YMR124W	YMR124W	"Protein of unknown function; GFP-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W is not an essential gene; predicted to have a role in organelle organization"	6	11.9547	8.75592	9.04637	6.56363	13.2639	8.88775	10.2847	10.5498	8.85696	11.8362
YMR125W	STO1	"Large subunit of the nuclear mRNA cap-binding protein complex, interacts with Npl3p to carry nuclear poly(A)+ mRNA to cytoplasm; also involved in nuclear mRNA degradation and telomere maintenance; orthologous to mammalian CBP80"	2	11.0815	4.25574	10.0043	4.74209	10.7754	9.6229	13.627	13.2008	12.1222	10.5681
YMR128W	ECM16	"Essential DEAH-box ATP-dependent RNA helicase specific to the U3 snoRNP, predominantly nucleolar in distribution, required for 18S rRNA synthesis"	3	9.55467	5.77965	9.16957	9.14107	11.0502	10.8598	10.3035	12.197	9.40269	12.5418
YMR129W	POM152	Nuclear pore membrane glycoprotein; may be involved in duplication of nuclear pores and nuclear pore complexes during S-phase;	30	13.7713	4.57365	10.0984	4.1475	12.9209	8.67696	13.4378	11.3132	9.65129	11.4091
YMR130W	YMR130W	Putative protein of unknown function; YMR130W is not an essential gene	7	8.00901	15.0481	11.8078	14.8979	7.11477	10.3585	8.06849	8.70862	8.86198	7.12472
YMR131C	RRB1	Essential nuclear protein involved in early steps of ribosome biogenesis; physically interacts with the ribosomal protein Rpl3p	4	11.0612	5.47748	11.1268	5.34082	12.4887	9.27517	10.8435	11.5127	9.94762	12.9261
YMR132C	JLP2	"Protein of unknown function, contains sequence that closely resembles a J domain (typified by the E. coli DnaJ protein)"	1	9.53291	6.02281	13.5359	6.64095	13.8469	10.5162	8.58611	10.8504	12.1758	8.29189
YMR134W	YMR134W	Protein of unknown function that may be involved in iron metabolism; mutant bm-8 has a growth defect on iron-limited medium that is complemented by overexpression of Yfh1p; shows localization to the ER; highly conserved in ascomycetes	9	10.6472	6.31767	10.1025	7.56254	9.55698	11.5191	11.4615	11.0409	12.7302	9.06125
YMR135C	GID8	"Protein of unknown function, involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; contains LisH and CTLH domains, like Vid30p; dosage-dependent regulator of START"	3	11.5038	4.65614	10.3517	6.99503	10.8665	9.90203	9.46198	13.8193	11.7338	10.7098
YMR139W	RIM11	Protein kinase required for signal transduction during entry into meiosis; promotes the formation of the Ime1p-Ume6p complex by phosphorylating Ime1p and Ume6p; shares similarity with mammalian glycogen synthase kinase 3-beta	2	7.63353	8.10522	5.96949	9.65878	8.22341	18.0332	9.7424	9.91938	13.4244	9.29011
YMR140W	SIP5	Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase	2	12.1498	3.48947	8.82285	5.00531	12.7505	10.291	10.8676	12.7343	10.9152	12.974
YMR145C	NDE1	"Mitochondrial external NADH dehydrogenase, a type II NAD(P)H:quinone oxidoreductase that catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p provide cytosolic NADH to the mitochondrial respiratory chain"	95	8.98869	12.1244	10.4014	12.3427	8.7186	8.76679	10.0803	9.67082	7.7481	11.1582
YMR146C	TIF34	"eIF3i subunit of the core complex of translation initiation factor 3 (eIF3), which is essential for translation; stimulates rate of ribosomal scanning during translation reinitiation"	5	13.3282	3.87919	9.64889	4.7614	12.5528	8.5362	13.2647	11.5603	10.4112	12.0571
YMR147W	YMR147W	Putative protein of unknown function	1	10.5479	6.04106	9.37423	6.52327	12.0286	12.6893	8.51536	10.6474	13.0559	10.577
YMR149W	SWP1	"Delta subunit of the oligosaccharyl transferase glycoprotein complex, which is required for N-linked glycosylation of proteins in the endoplasmic reticulum"	10	10.2165	6.99317	9.47502	8.20185	11.1	10.3334	11.1336	10.3036	11.0147	11.2282
YMR150C	IMP1	"Catalytic subunit of the mitochondrial inner membrane peptidase complex, required for maturation of mitochondrial proteins of the intermembrane space; complex contains Imp1p and Imp2p (both catalytic subunits), and Som1p"	8	10.5368	12.8457	10.785	10.6671	7.86682	8.57599	10.491	9.56511	7.32344	11.3431
YMR152W	YIM1	"Protein of unknown function; null mutant displays sensitivity to DNA damaging agents; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	26	10.0749	7.37616	9.63863	8.34697	8.96769	10.9459	12.2244	9.49293	10.0675	12.8649
YMR153W	NUP53	"Subunit of the nuclear pore complex (NPC), interacts with karyopherin Kap121p or with Nup170p via overlapping regions of Nup53p, involved in activation of the spindle checkpoint mediated by the Mad1p-Mad2p complex"	4	14.9607	7.22498	7.96173	4.71966	17.2322	9.205	7.53177	12.4216	10.664	8.07839
YMR155W	YMR155W	Putative protein of unknown function; identified as interacting with Hsp82p in a high-throughput two-hybrid screen	1	12.1191	6.2791	7.36854	8.77479	9.21987	11.1068	11.2979	10.7888	9.7489	13.2962
YMR157C	AIM36	"Protein of unknown function; null mutant displays reduced respiratory growth and elevated frequency of mitochondrial genome loss; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies"	22	9.38674	13.8913	11.6722	11.7451	8.9992	8.29173	9.01804	9.61189	7.61399	9.76978
YMR158W	MRPS8	Mitochondrial ribosomal protein of the small subunit	16	7.75777	15.2129	8.40506	15.4729	8.31984	9.47632	7.84802	10.0837	7.19673	10.2268
YMR160W	YMR160W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene	8	11.2738	6.52893	8.57428	5.95373	11.6658	11.0554	11.7494	10.7502	12.1301	10.3185
YMR161W	HLJ1	"Co-chaperone for Hsp40p, anchored in the ER membrane; with its homolog Ydj1p promotes ER-associated protein degradation (ERAD) of integral membrane substrates; similar to E. coli DnaJ"	7	8.52783	7.84154	13.5126	11.8046	9.10035	9.06711	9.49966	9.51186	11.7113	9.42312
YMR162C	DNF3	Aminophospholipid translocase (flippase) that maintains membrane lipid asymmetry in post-Golgi secretory vesicles; localizes to the trans-Golgi network; likely involved in protein transport; type 4 P-type ATPase	6	10.789	7.39613	9.47983	6.37037	11.5533	11.2445	11.4256	10.8626	11.0255	9.85318
YMR165C	PAH1	"Mg<sup>2+</sup>-dependent phosphatidate (PA) phosphatase, catalyzes the dephosphorylation of PA to yield diacylglycerol, responsible for de novo lipid synthesis and formation of lipid droplets; homologous to mammalian lipin 1"	6	12.8526	4.45945	6.69037	6.04217	13.7179	10.2972	10.0156	11.4984	10.4302	13.9961
YMR167W	MLH1	Protein required for mismatch repair in mitosis and meiosis as well as crossing over during meiosis; forms a complex with Pms1p and Msh2p-Msh3p during mismatch repair; human homolog is associated with hereditary non-polyposis colon cancer	1	9.80627	8.78941	7.68456	8.86073	7.97204	16.0447	8.85642	10.684	12.2285	9.07341
YMR168C	CEP3	"Essential kinetochore protein, component of the CBF3 complex that binds the CDEIII region of the centromere; contains an N-terminal Zn2Cys6 type zinc finger domain, a C-terminal acidic domain, and a putative coiled coil dimerization domain"	3	10.2023	6.2061	9.61615	7.69797	13.7592	8.63118	7.97682	15.0956	10.3447	10.4701
YMR169C	ALD3	"Cytoplasmic aldehyde dehydrogenase, involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose"	15	14.6891	3.30236	13.0606	4.60925	10.996	9.62002	12.7887	9.33515	12.6974	8.90132
YMR170C	ALD2	"Cytoplasmic aldehyde dehydrogenase, involved in ethanol oxidation and beta-alanine biosynthesis; uses NAD+ as the preferred coenzyme; expression is stress induced and glucose repressed; very similar to Ald3p"	3	12.5047	2.82004	9.59187	5.32576	10.0851	10.5803	13.4413	11.2352	12.3981	12.0176
YMR171C	EAR1	Specificity factor required for Rsp5p-dependent ubiquitination and sorting of specific cargo proteins at the multivesicular body; mRNA is targeted to the bud via the mRNA transport system involving She2p	2	11.5635	7.01074	10.3049	6.55842	8.9731	8.51384	14.6582	9.16892	8.5789	14.6695
YMR173W	DDR48	"DNA damage-responsive protein, expression is increased in response to heat-shock stress or treatments that produce DNA lesions; contains multiple repeats of the amino acid sequence NNNDSYGS"	6	13.4059	4.04155	9.68076	4.00499	12.6064	8.7689	12.3842	9.44354	13.3399	12.3238
YMR175W	SIP18	Phospholipid-binding hydrophilin with a role in dessication resistance; expression is induced by osmotic stress	2	9.76068	2.83264	10.571	6.00801	13.2588	15.2018	6.48808	9.5662	20.0864	6.22645
YMR177W	MMT1	Putative metal transporter involved in mitochondrial iron accumulation; closely related to Mmt2p	4	9.84969	14.2165	10.7929	11.232	10.0514	8.35038	9.2232	9.27698	8.86346	8.14337
YMR178W	YMR178W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS; YMR178W is not an essential gene	3	14.4002	4.89179	5.9177	4.83517	14.492	9.90418	11.6682	11.3558	8.64739	13.8875
YMR183C	SSO2	Plasma membrane t-SNARE involved in fusion of secretory vesicles at the plasma membrane; syntaxin homolog that is functionally redundant with Sso1p	9	9.15417	7.69723	10.444	9.19344	15.6516	12.3164	3.92312	11.3231	16.1444	4.15237
YMR184W	ADD37	Protein of unknown function involved in ER-associated protein degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YMR184W is not an essential gene	2	9.48286	4.37273	7.26832	5.8331	12.3368	11.3533	10.3283	13.6039	12.6019	12.8188
YMR186W	HSC82	"Cytoplasmic chaperone of the Hsp90 family, redundant in function and nearly identical with Hsp82p, and together they are essential; expressed constitutively at 10-fold higher basal levels than HSP82 and induced 2-3 fold by heat shock"	57	11.4961	3.816	9.09463	5.20665	10.3597	11.0796	14.3115	10.9115	12.2399	11.4843
YMR188C	MRPS17	Mitochondrial ribosomal protein of the small subunit	7	8.63176	13.593	8.53015	15.6562	9.94512	9.84771	8.92384	9.4594	8.01446	7.39829
YMR189W	GCV2	"P subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm"	7	9.03553	10.9149	11.6949	11.7411	7.10536	10.8182	11.162	8.1588	8.76977	10.5995
YMR192W	GYL1	"Putative GTPase activating protein (GAP) with a role in exocytosis; stimulates Gyp5p GAP activity on Ypt1p, colocalizes with Gyp5p at sites of polarized growth; interacts with Gyp5p, Rvs161p, and Rvs167p; involved in recruiting Rvs167p to the bud tip during polarized growth"	2	11.5557	7.02351	11.0883	10.8778	8.21309	15.3116	8.07121	7.06695	13.0434	7.74845
YMR193W	MRPL24	Mitochondrial ribosomal protein of the large subunit	26	9.55603	13.9153	10.4126	11.872	9.18496	8.42815	9.71364	8.94184	7.98329	9.99212
YMR194C-B	CMC4	Protein that localizes to the mitochondrial intermembrane space via the Mia40p-Erv1p system; contains twin cysteine-x(9)-cysteine motifs	1	4.91427	30.3175	8.32836	24.601	4.26192	8.5991	4.1253	5.18205	5.33922	4.33127
YMR194W	RPL36A	"N-terminally acetylated protein component of the large (60S) ribosomal subunit, nearly identical to Rpl36Bp and has similarity to rat L36 ribosomal protein; binds to 5.8 S rRNA"	7	11.5549	4.88638	9.46886	5.31542	13.5951	8.88957	11.3271	13.1225	11.1548	10.6854
YMR196W	YMR196W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YMR196W is not an essential gene	7	11.6225	3.22344	9.86947	6.05574	9.8586	10.8923	12.975	12.218	11.6004	11.6845
YMR197C	VTI1	"Protein involved in cis-Golgi membrane traffic; v-SNARE that interacts with two t-SNARES, Sed5p and Pep12p; required for multiple vacuolar sorting pathways"	3	10.8363	4.42662	7.02636	6.37568	19.565	11.5736	8.35079	11.9361	11.035	8.87461
YMR202W	ERG2	"C-8 sterol isomerase, catalyzes the isomerization of the delta-8 double bond to the delta-7 position at an intermediate step in ergosterol biosynthesis"	3	11.7591	8.94172	8.43133	8.28043	9.99029	11.2171	11.1672	11.3146	8.14568	10.7525
YMR203W	TOM40	Component of the TOM (translocase of outer membrane) complex responsible for recognition and initial import steps for all mitochondrially directed proteins; constitutes the core element of the protein conducting pore	43	9.55836	11.8934	10.2952	10.9791	9.14979	8.13758	10.1891	10.0863	7.63094	12.0802
YMR205C	PFK2	"Beta subunit of heterooctameric phosphofructokinase involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes"	24	11.3665	4.27145	7.88838	6.12356	8.54326	14.0913	13.1716	10.2099	13.1628	11.1713
YMR207C	HFA1	"Mitochondrial acetyl-coenzyme A carboxylase, catalyzes the production of malonyl-CoA in mitochondrial fatty acid biosynthesis"	33	10.9793	12.3908	11.2485	12.092	7.96002	9.22802	9.75483	8.72606	8.80714	8.81337
YMR208W	ERG12	"Mevalonate kinase, acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate"	1	8.90883	6.51096	9.5933	8.14235	8.6797	11.0361	15.0205	12.2786	10.2092	9.62051
YMR209C	YMR209C	Putative S-adenosylmethionine-dependent methyltransferase; YMR209C is not an essential gene	13	9.93954	7.04964	9.60008	8.53392	9.47509	11.6976	10.8924	10.6444	11.4134	10.754
YMR210W	YMR210W	"Putative acyltransferase with similarity to Eeb1p and Eht1p, has a minor role in medium-chain fatty acid ethyl ester biosynthesis; may be involved in lipid metabolism and detoxification"	8	10.4261	5.25464	9.18505	7.33754	9.28641	10.9493	12.6713	11.2537	10.4135	13.2225
YMR212C	EFR3	Protein required for Stt4-containing phosphoinositide kinase patch assembly at the plasma membrane; exhibits synthetic lethal genetic interactions with PHO85; has sequence similarity to the Drosophila rolling blackout (RBO) gene	17	9.13643	9.9255	10.4016	9.06185	10.4435	12.1021	8.59382	9.87791	12.5417	7.91562
YMR214W	SCJ1	"One of several homologs of bacterial chaperone DnaJ, located in the ER lumen where it cooperates with Kar2p to mediate maturation of proteins"	15	9.64665	7.30896	10.2019	8.65212	10.6076	11.6808	10.1035	10.0519	12.1162	9.6303
YMR215W	GAS3	"Low abundance, possibly inactive member of the GAS family of GPI-containing proteins; putative 1,3-beta-glucanosyltransferase with similarity to other GAS family members; localizes to the cell wall; mRNA induced during sporulation"	10	10.9425	10.6435	10.3295	8.2313	12.9005	10.0779	5.93038	12.0879	9.99878	8.85773
YMR216C	SKY1	SR protein kinase (SRPK) involved in regulating proteins involved in mRNA metabolism and cation homeostasis; similar to human SRPK1	1	8.82241	8.31041	11.0319	11.9222	6.96175	13.2261	8.79575	11.856	9.301	9.7724
YMR217W	GUA1	"GMP synthase; highly conserved enzyme that catalyzes the second step in the biosynthesis of GMP from inosine 5'-phosphate (IMP); transcription is not subject to regulation by guanine but is negatively regulated by nutrient starvation; reduction-of-function mutation gua1-G388D causes changes in cellular guanine nucleotide pools, defects in general protein synthesis, and impaired translation of GCN4 mRNA"	9	12.1434	4.99853	8.23882	5.79855	11.01	10.3081	12.8068	11.9043	10.1357	12.6559
YMR218C	TRS130	One of 10 subunits of the transport protein particle (TRAPP) complex of the cis-Golgi which mediates vesicle docking and fusion; involved in ER to Golgi membrane traffic; mutation activates transcription of OCH1	3	12.2608	4.69541	8.992	5.75481	13.3805	9.9515	10.189	13.1402	9.10259	12.5332
YMR220W	ERG8	"Phosphomevalonate kinase, an essential cytosolic enzyme that acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate"	2	13.076	3.17455	7.66463	4.34668	12.858	9.47206	13.2871	11.7209	10.6276	13.7724
YMR221C	YMR221C	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; physical interaction with Atg27p suggests a possible role in autophagy"	5	11.7689	3.77309	8.12593	4.46965	13.6073	9.87906	13.2866	12.0671	9.63598	13.3864
YMR225C	MRPL44	Mitochondrial ribosomal protein of the large subunit	24	9.03905	14.3171	10.1278	11.6921	7.63336	8.3201	9.48587	9.64281	8.31037	11.4314
